area,Item Code,Item Code (CPC),species,table_name,year,source,value,flag
Croatia,976,'02122,Sheep,Stocks,1998,UNFCCC,427000.0,A
Croatia,976,'02122,Sheep,Stocks,1999,UNFCCC,488000.0,A
Croatia,976,'02122,Sheep,Stocks,2000,UNFCCC,528675.0,A
Croatia,976,'02122,Sheep,Stocks,2001,UNFCCC,539498.0,A
Croatia,976,'02122,Sheep,Stocks,2002,UNFCCC,580016.0,A
Croatia,976,'02122,Sheep,Stocks,2003,UNFCCC,586641.0,A
Croatia,976,'02122,Sheep,Stocks,2004,UNFCCC,721578.0,A
Croatia,976,'02122,Sheep,Stocks,2005,UNFCCC,796480.0,A
Croatia,976,'02122,Sheep,Stocks,2006,UNFCCC,679839.0,A
Croatia,976,'02122,Sheep,Stocks,2007,UNFCCC,645992.0,A
Croatia,976,'02122,Sheep,Stocks,2008,UNFCCC,643384.0,A
Croatia,976,'02122,Sheep,Stocks,2009,UNFCCC,619044.0,A
Croatia,976,'02122,Sheep,Stocks,2010,UNFCCC,629437.0,A
Croatia,976,'02122,Sheep,Stocks,2011,UNFCCC,638608.0,A
Croatia,976,'02122,Sheep,Stocks,2012,UNFCCC,679313.0,A
Croatia,976,'02122,Sheep,Stocks,2013,UNFCCC,620000.0,A
Croatia,976,'02122,Sheep,Stocks,2014,UNFCCC,604866.0,A
Croatia,976,'02122,Sheep,Stocks,2015,UNFCCC,607711.0,A
Croatia,976,'02122,Sheep,Stocks,2016,UNFCCC,618896.0,A
Croatia,976,'02122,Sheep,Stocks,2017,UNFCCC,636808.0,A
Croatia,976,'02122,Sheep,Stocks,2018,UNFCCC,636294.0,A
Croatia,976,'02122,Sheep,Stocks,2019,UNFCCC,657197.0,A
Croatia,1757,'F1757,Cattle,Stocks,1992,UNFCCC,590055.0,A
Croatia,1757,'F1757,Cattle,Stocks,1993,UNFCCC,589635.0,A
Croatia,1757,'F1757,Cattle,Stocks,1994,UNFCCC,518708.0,A
Croatia,1757,'F1757,Cattle,Stocks,1995,UNFCCC,493418.0,A
Croatia,1757,'F1757,Cattle,Stocks,1996,UNFCCC,461645.0,A
Croatia,1757,'F1757,Cattle,Stocks,1997,UNFCCC,451266.0,A
Croatia,1757,'F1757,Cattle,Stocks,1998,UNFCCC,442911.0,A
Croatia,1757,'F1757,Cattle,Stocks,1999,UNFCCC,438543.0,A
Croatia,1757,'F1757,Cattle,Stocks,2000,UNFCCC,426570.0,A
Croatia,1757,'F1757,Cattle,Stocks,2001,UNFCCC,438423.0,A
Croatia,1757,'F1757,Cattle,Stocks,2002,UNFCCC,417113.0,A
Croatia,1757,'F1757,Cattle,Stocks,2003,UNFCCC,444320.0,A
Croatia,1757,'F1757,Cattle,Stocks,2004,UNFCCC,465935.0,A
Croatia,1757,'F1757,Cattle,Stocks,2005,UNFCCC,471025.0,A
Croatia,1757,'F1757,Cattle,Stocks,2006,UNFCCC,482905.0,A
Croatia,1757,'F1757,Cattle,Stocks,2007,UNFCCC,467077.0,A
Croatia,1757,'F1757,Cattle,Stocks,2008,UNFCCC,453555.0,A
Croatia,1757,'F1757,Cattle,Stocks,2009,UNFCCC,447151.0,A
Croatia,1757,'F1757,Cattle,Stocks,2010,UNFCCC,444314.0,A
Croatia,1757,'F1757,Cattle,Stocks,2011,UNFCCC,446555.0,A
Croatia,1757,'F1757,Cattle,Stocks,2012,UNFCCC,451517.0,A
Croatia,1757,'F1757,Cattle,Stocks,2013,UNFCCC,442432.0,A
Croatia,1757,'F1757,Cattle,Stocks,2014,UNFCCC,440637.0,A
Croatia,1757,'F1757,Cattle,Stocks,2015,UNFCCC,440092.0,A
Croatia,1757,'F1757,Cattle,Stocks,2016,UNFCCC,444613.0,A
Croatia,1757,'F1757,Cattle,Stocks,2017,UNFCCC,450757.0,A
Croatia,1757,'F1757,Cattle,Stocks,2018,UNFCCC,414125.0,A
Croatia,1757,'F1757,Cattle,Stocks,2019,UNFCCC,420239.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1992,UNFCCC,13440.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1993,UNFCCC,12430.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1994,UNFCCC,6640.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1995,UNFCCC,1549.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1996,UNFCCC,1750.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1997,UNFCCC,1902.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1998,UNFCCC,2077.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,1999,UNFCCC,2255.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2000,UNFCCC,2518.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2001,UNFCCC,2780.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2002,UNFCCC,3097.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2003,UNFCCC,3033.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2004,UNFCCC,3195.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2005,UNFCCC,3146.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2006,UNFCCC,3299.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2007,UNFCCC,3415.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2008,UNFCCC,3591.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2009,UNFCCC,3617.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2010,UNFCCC,3722.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2011,UNFCCC,3365.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2012,UNFCCC,3363.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2013,UNFCCC,3273.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2014,UNFCCC,2159.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2015,UNFCCC,2468.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2016,UNFCCC,2862.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2017,UNFCCC,3270.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2018,UNFCCC,3705.0,A
Croatia,1759,'F1759,Mules and Asses,Stocks,2019,UNFCCC,4100.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1992,UNFCCC,652809.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1993,UNFCCC,630000.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1994,UNFCCC,551685.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1995,UNFCCC,560292.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1996,UNFCCC,532271.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1997,UNFCCC,552544.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1998,UNFCCC,511403.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,1999,UNFCCC,566000.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2000,UNFCCC,608068.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2001,UNFCCC,632441.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2002,UNFCCC,676550.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2003,UNFCCC,672728.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2004,UNFCCC,847638.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2005,UNFCCC,930963.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2006,UNFCCC,782716.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2007,UNFCCC,737894.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2008,UNFCCC,727261.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2009,UNFCCC,695163.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2010,UNFCCC,704652.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2011,UNFCCC,708638.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2012,UNFCCC,751291.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2013,UNFCCC,689000.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2014,UNFCCC,665563.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2015,UNFCCC,669768.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2016,UNFCCC,694426.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2017,UNFCCC,713579.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2018,UNFCCC,716358.0,A
Croatia,1749,'F1749,Sheep and Goats,Stocks,2019,UNFCCC,738737.0,A
Croatia,1048,'F1048,Swine,Stocks,1992,UNFCCC,1182000.0,A
Croatia,1048,'F1048,Swine,Stocks,1993,UNFCCC,1262000.0,A
Croatia,1048,'F1048,Swine,Stocks,1994,UNFCCC,1347000.0,A
Croatia,1048,'F1048,Swine,Stocks,1995,UNFCCC,1175000.0,A
Croatia,1048,'F1048,Swine,Stocks,1996,UNFCCC,1197000.0,A
Croatia,1048,'F1048,Swine,Stocks,1997,UNFCCC,1176000.0,A
Croatia,1048,'F1048,Swine,Stocks,1998,UNFCCC,1166000.0,A
Croatia,1048,'F1048,Swine,Stocks,1999,UNFCCC,1362000.0,A
Croatia,1048,'F1048,Swine,Stocks,2000,UNFCCC,1233545.0,A
Croatia,1048,'F1048,Swine,Stocks,2001,UNFCCC,1233823.0,A
Croatia,1048,'F1048,Swine,Stocks,2002,UNFCCC,1286497.0,A
Croatia,1048,'F1048,Swine,Stocks,2003,UNFCCC,1346663.0,A
Croatia,1048,'F1048,Swine,Stocks,2004,UNFCCC,1489335.0,A
Croatia,1048,'F1048,Swine,Stocks,2005,UNFCCC,1204960.0,A
Croatia,1048,'F1048,Swine,Stocks,2006,UNFCCC,1488488.0,A
Croatia,1048,'F1048,Swine,Stocks,2007,UNFCCC,1348343.0,A
Croatia,1048,'F1048,Swine,Stocks,2008,UNFCCC,1103882.0,A
Croatia,1048,'F1048,Swine,Stocks,2009,UNFCCC,1249874.0,A
Croatia,1048,'F1048,Swine,Stocks,2010,UNFCCC,1230574.0,A
Croatia,1048,'F1048,Swine,Stocks,2011,UNFCCC,1233406.0,A
Croatia,1048,'F1048,Swine,Stocks,2012,UNFCCC,1182347.0,A
Croatia,1048,'F1048,Swine,Stocks,2013,UNFCCC,1110650.0,A
Croatia,1048,'F1048,Swine,Stocks,2014,UNFCCC,1156220.0,A
Croatia,1048,'F1048,Swine,Stocks,2015,UNFCCC,1195139.0,A
Croatia,1048,'F1048,Swine,Stocks,2016,UNFCCC,1193289.0,A
Croatia,1048,'F1048,Swine,Stocks,2017,UNFCCC,1152429.0,A
Croatia,1048,'F1048,Swine,Stocks,2018,UNFCCC,1080462.0,A
Croatia,1048,'F1048,Swine,Stocks,2019,UNFCCC,1054847.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1990,UNFCCC,22411.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1991,UNFCCC,23120.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1992,UNFCCC,23897.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1993,UNFCCC,25646.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1994,UNFCCC,27574.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1995,UNFCCC,29481.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1996,UNFCCC,27319.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1997,UNFCCC,25491.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1998,UNFCCC,23822.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,1999,UNFCCC,24052.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2000,UNFCCC,23511.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2001,UNFCCC,24365.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2002,UNFCCC,26232.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2003,UNFCCC,26612.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2004,UNFCCC,26078.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2005,UNFCCC,24585.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2006,UNFCCC,23931.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2007,UNFCCC,23701.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2008,UNFCCC,23636.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2009,UNFCCC,23195.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2010,UNFCCC,23421.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2011,UNFCCC,24070.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2012,UNFCCC,24101.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2013,UNFCCC,24700.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2014,UNFCCC,25325.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2015,UNFCCC,26189.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2016,UNFCCC,28502.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2017,UNFCCC,30137.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2018,UNFCCC,31880.0,A
Cyprus,960,'F0960,"Cattle, dairy",Stocks,2019,UNFCCC,35017.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1990,UNFCCC,32271.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1991,UNFCCC,31911.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1992,UNFCCC,31916.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1993,UNFCCC,35458.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1994,UNFCCC,36790.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1995,UNFCCC,38648.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1996,UNFCCC,42769.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1997,UNFCCC,36935.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1998,UNFCCC,32019.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,1999,UNFCCC,30200.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2000,UNFCCC,30672.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2001,UNFCCC,29069.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2002,UNFCCC,31924.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2003,UNFCCC,31901.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2004,UNFCCC,34233.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2005,UNFCCC,32994.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2006,UNFCCC,32178.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2007,UNFCCC,31189.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2008,UNFCCC,32048.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2009,UNFCCC,30902.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2010,UNFCCC,31294.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2011,UNFCCC,32844.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2012,UNFCCC,32823.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2013,UNFCCC,32536.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2014,UNFCCC,34219.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2015,UNFCCC,32670.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2016,UNFCCC,35888.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2017,UNFCCC,36600.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2018,UNFCCC,38889.0,A
Cyprus,961,'F0961,"Cattle, non-dairy",Stocks,2019,UNFCCC,38854.0,A
Cyprus,1016,'02123,Goats,Stocks,1990,UNFCCC,205000.0,A
Cyprus,1016,'02123,Goats,Stocks,1991,UNFCCC,205000.0,A
Cyprus,1016,'02123,Goats,Stocks,1992,UNFCCC,200000.0,A
Cyprus,1016,'02123,Goats,Stocks,1993,UNFCCC,198000.0,A
Cyprus,1016,'02123,Goats,Stocks,1994,UNFCCC,210000.0,A
Cyprus,1016,'02123,Goats,Stocks,1995,UNFCCC,220000.0,A
Cyprus,1016,'02123,Goats,Stocks,1996,UNFCCC,240000.0,A
Cyprus,1016,'02123,Goats,Stocks,1997,UNFCCC,302000.0,A
Cyprus,1016,'02123,Goats,Stocks,1998,UNFCCC,322000.0,A
Cyprus,1016,'02123,Goats,Stocks,1999,UNFCCC,346000.0,A
Cyprus,1016,'02123,Goats,Stocks,2000,UNFCCC,378600.0,A
Cyprus,1016,'02123,Goats,Stocks,2001,UNFCCC,427100.0,A
Cyprus,1016,'02123,Goats,Stocks,2002,UNFCCC,459500.0,A
Cyprus,1016,'02123,Goats,Stocks,2003,UNFCCC,407900.0,A
Cyprus,1016,'02123,Goats,Stocks,2004,UNFCCC,378000.0,A
Cyprus,1016,'02123,Goats,Stocks,2005,UNFCCC,329300.0,A
Cyprus,1016,'02123,Goats,Stocks,2006,UNFCCC,344930.0,A
Cyprus,1016,'02123,Goats,Stocks,2007,UNFCCC,368120.0,A
Cyprus,1016,'02123,Goats,Stocks,2008,UNFCCC,318400.0,A
Cyprus,1016,'02123,Goats,Stocks,2009,UNFCCC,280840.0,A
Cyprus,1016,'02123,Goats,Stocks,2010,UNFCCC,307430.0,A
Cyprus,1016,'02123,Goats,Stocks,2011,UNFCCC,290230.0,A
Cyprus,1016,'02123,Goats,Stocks,2012,UNFCCC,271180.0,A
Cyprus,1016,'02123,Goats,Stocks,2013,UNFCCC,243130.0,A
Cyprus,1016,'02123,Goats,Stocks,2014,UNFCCC,232013.0,A
Cyprus,1016,'02123,Goats,Stocks,2015,UNFCCC,233889.0,A
Cyprus,1016,'02123,Goats,Stocks,2016,UNFCCC,246624.0,A
Cyprus,1016,'02123,Goats,Stocks,2017,UNFCCC,257637.0,A
Cyprus,1016,'02123,Goats,Stocks,2018,UNFCCC,250412.0,A
Cyprus,1016,'02123,Goats,Stocks,2019,UNFCCC,251027.0,A
Cyprus,1096,'02131,Horses,Stocks,1990,UNFCCC,460.0,A
Cyprus,1096,'02131,Horses,Stocks,1991,UNFCCC,433.0,A
Cyprus,1096,'02131,Horses,Stocks,1992,UNFCCC,405.0,A
Cyprus,1096,'02131,Horses,Stocks,1993,UNFCCC,378.0,A
Cyprus,1096,'02131,Horses,Stocks,1994,UNFCCC,350.0,A
Cyprus,1096,'02131,Horses,Stocks,1995,UNFCCC,440.0,A
Cyprus,1096,'02131,Horses,Stocks,1996,UNFCCC,530.0,A
Cyprus,1096,'02131,Horses,Stocks,1997,UNFCCC,621.0,A
Cyprus,1096,'02131,Horses,Stocks,1998,UNFCCC,711.0,A
Cyprus,1096,'02131,Horses,Stocks,1999,UNFCCC,801.0,A
Cyprus,1096,'02131,Horses,Stocks,2000,UNFCCC,891.0,A
Cyprus,1096,'02131,Horses,Stocks,2001,UNFCCC,982.0,A
Cyprus,1096,'02131,Horses,Stocks,2002,UNFCCC,1072.0,A
Cyprus,1096,'02131,Horses,Stocks,2003,UNFCCC,1162.0,A
Cyprus,1096,'02131,Horses,Stocks,2004,UNFCCC,1103.0,A
Cyprus,1096,'02131,Horses,Stocks,2005,UNFCCC,1045.0,A
Cyprus,1096,'02131,Horses,Stocks,2006,UNFCCC,986.0,A
Cyprus,1096,'02131,Horses,Stocks,2007,UNFCCC,928.0,A
Cyprus,1096,'02131,Horses,Stocks,2008,UNFCCC,869.0,A
Cyprus,1096,'02131,Horses,Stocks,2009,UNFCCC,811.0,A
Cyprus,1096,'02131,Horses,Stocks,2010,UNFCCC,752.0,A
Cyprus,1096,'02131,Horses,Stocks,2011,UNFCCC,693.0,A
Cyprus,1096,'02131,Horses,Stocks,2012,UNFCCC,635.0,A
Cyprus,1096,'02131,Horses,Stocks,2013,UNFCCC,576.0,A
Cyprus,1096,'02131,Horses,Stocks,2014,UNFCCC,518.0,A
Cyprus,1096,'02131,Horses,Stocks,2015,UNFCCC,459.0,A
Cyprus,1096,'02131,Horses,Stocks,2016,UNFCCC,401.0,A
Cyprus,1096,'02131,Horses,Stocks,2017,UNFCCC,404.0,A
Cyprus,1096,'02131,Horses,Stocks,2018,UNFCCC,430.0,A
Cyprus,1096,'02131,Horses,Stocks,2019,UNFCCC,471.0,A
Cyprus,976,'02122,Sheep,Stocks,1990,UNFCCC,290000.0,A
Cyprus,976,'02122,Sheep,Stocks,1991,UNFCCC,295000.0,A
Cyprus,976,'02122,Sheep,Stocks,1992,UNFCCC,285000.0,A
Cyprus,976,'02122,Sheep,Stocks,1993,UNFCCC,275000.0,A
Cyprus,976,'02122,Sheep,Stocks,1994,UNFCCC,255000.0,A
Cyprus,976,'02122,Sheep,Stocks,1995,UNFCCC,250000.0,A
Cyprus,976,'02122,Sheep,Stocks,1996,UNFCCC,252000.0,A
Cyprus,976,'02122,Sheep,Stocks,1997,UNFCCC,245000.0,A
Cyprus,976,'02122,Sheep,Stocks,1998,UNFCCC,240000.0,A
Cyprus,976,'02122,Sheep,Stocks,1999,UNFCCC,233000.0,A
Cyprus,976,'02122,Sheep,Stocks,2000,UNFCCC,246000.0,A
Cyprus,976,'02122,Sheep,Stocks,2001,UNFCCC,296600.0,A
Cyprus,976,'02122,Sheep,Stocks,2002,UNFCCC,294000.0,A
Cyprus,976,'02122,Sheep,Stocks,2003,UNFCCC,264600.0,A
Cyprus,976,'02122,Sheep,Stocks,2004,UNFCCC,278980.0,A
Cyprus,976,'02122,Sheep,Stocks,2005,UNFCCC,268874.0,A
Cyprus,976,'02122,Sheep,Stocks,2006,UNFCCC,272192.0,A
Cyprus,976,'02122,Sheep,Stocks,2007,UNFCCC,292190.0,A
Cyprus,976,'02122,Sheep,Stocks,2008,UNFCCC,267308.0,A
Cyprus,976,'02122,Sheep,Stocks,2009,UNFCCC,300200.0,A
Cyprus,976,'02122,Sheep,Stocks,2010,UNFCCC,328864.0,A
Cyprus,976,'02122,Sheep,Stocks,2011,UNFCCC,355944.0,A
Cyprus,976,'02122,Sheep,Stocks,2012,UNFCCC,346836.0,A
Cyprus,976,'02122,Sheep,Stocks,2013,UNFCCC,313458.0,A
Cyprus,976,'02122,Sheep,Stocks,2014,UNFCCC,292982.0,A
Cyprus,976,'02122,Sheep,Stocks,2015,UNFCCC,296857.0,A
Cyprus,976,'02122,Sheep,Stocks,2016,UNFCCC,304187.0,A
Cyprus,976,'02122,Sheep,Stocks,2017,UNFCCC,321488.0,A
Cyprus,976,'02122,Sheep,Stocks,2018,UNFCCC,310988.0,A
Cyprus,976,'02122,Sheep,Stocks,2019,UNFCCC,324405.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1990,UNFCCC,54682.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1991,UNFCCC,55031.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1992,UNFCCC,55813.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1993,UNFCCC,61104.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1994,UNFCCC,64364.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1995,UNFCCC,68129.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1996,UNFCCC,70088.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1997,UNFCCC,62426.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1998,UNFCCC,55841.0,A
Cyprus,1757,'F1757,Cattle,Stocks,1999,UNFCCC,54252.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2000,UNFCCC,54183.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2001,UNFCCC,53434.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2002,UNFCCC,58156.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2003,UNFCCC,58513.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2004,UNFCCC,60311.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2005,UNFCCC,57579.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2006,UNFCCC,56109.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2007,UNFCCC,54890.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2008,UNFCCC,55684.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2009,UNFCCC,54097.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2010,UNFCCC,54715.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2011,UNFCCC,56914.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2012,UNFCCC,56924.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2013,UNFCCC,57236.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2014,UNFCCC,59544.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2015,UNFCCC,58859.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2016,UNFCCC,64390.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2017,UNFCCC,66737.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2018,UNFCCC,70769.0,A
Cyprus,1757,'F1757,Cattle,Stocks,2019,UNFCCC,73871.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1990,UNFCCC,5026.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1991,UNFCCC,4438.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1992,UNFCCC,3850.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1993,UNFCCC,3262.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1994,UNFCCC,2674.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1995,UNFCCC,2534.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1996,UNFCCC,2395.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1997,UNFCCC,2255.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1998,UNFCCC,2115.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,1999,UNFCCC,1976.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2000,UNFCCC,1836.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2001,UNFCCC,1696.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2002,UNFCCC,1557.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2003,UNFCCC,1417.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2004,UNFCCC,1289.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2005,UNFCCC,1161.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2006,UNFCCC,1033.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2007,UNFCCC,904.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2008,UNFCCC,776.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2009,UNFCCC,648.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2010,UNFCCC,640.0,A
Cyprus,1759,'F1759,Mules and Asses,Stocks,2011,UNFCCC,627.0,A
