animals,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 	1959 
A2220,M12,THS_HD,AL	: 	17.86 	22.13 	28.79 	35.28 	35.72 	36.68 p	37.33 e	36.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,AT	: 	260.04 	258.65 	261.50 	265.32 	271.79 	271.92 	273.05 	268.54 	270.31 	264.79 	267.01 	274.37 	273.85 	265.77 	265.10 	265.08 	262.17 	263.39 	264.13 	270.08 	274.47 	278.96 	286.51 	287.74 	295.88 	297.63 	300.64 	300.81 	295.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,BA	: 	: 	45.00 e	44.00 e	46.00 e	42.00 e	40.00 e	41.00 e	41.00 e	40.00 e	42.00 e	42.00 e	43.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,BE	: 	357.88 	362.25 	364.08 	363.07 	375.47 	383.44 	378.83 	371.63 	368.52 	369.85 	376.07 	375.94 	375.74 	377.37 	376.64 	386.19 	377.08 	389.06 	398.73 	405.47 	433.54 	447.81 	472.81 	472.34 	480.88 	504.00 	505.98 	497.92 	487.98 	495.47 	516.19 	513.12 	493.06 	474.98 	476.22 	482.92 	496.50 	503.71 	500.00 	490.23 	482.87 	483.46 	488.60 	480.00 	484.53 	481.00 	499.00 	510.00 	475.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,BG	: 	51.10 	50.67 	45.20 	45.59 	45.76 	48.78 	49.94 	49.72 	49.30 	51.71 	46.34 	40.63 	40.38 	38.67 	39.27 	45.04 	42.57 	46.92 	48.70 	43.50 	24.50 	31.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,CH	: 	209.33 	206.46 	208.64 	208.89 	213.34 	211.65 	213.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,CY	: 	13.68 	12.21 	10.63 	10.94 	9.64 	9.25 	8.76 	9.13 	8.33 	8.72 	9.05 	9.37 	9.67 	9.81 	9.83 	11.25 	11.04 	10.97 	10.78 	11.00 	10.49 	9.42 	9.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,CZ	: 	204.21 	203.39 	205.61 	206.03 	201.65 	202.74 	206.36 	202.99 	196.71 	197.14 	201.18 	197.48 	205.24 	203.45 	200.98 	203.40 	195.10 	201.40 	207.00 	210.00 	220.00 	226.00 	226.00 	237.00 	244.00 	262.00 	276.00 	278.00 	295.00 	357.00 	469.00 	505.00 	523.00 	521.00 	521.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,DE	: 	1754.54 	1802.51 	1860.39 	1907.96 	1971.38 	2003.73 	2036.02 	2003.34 	1987.48 	1962.13 	1948.76 	1990.58 	2021.91 	1996.24 	1913.80 	1928.81 	1968.74 	1917.15 	1966.27 	2043.83 	2121.17 	2146.19 	2189.07 	2227.82 	2246.47 	2284.90 	2233.49 	2195.86 	2199.11 	2219.65 	2456.89 	2686.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,DK	: 	256.00 	254.00 	254.00 	256.00 	267.00 	269.00 	274.00 	276.00 	287.00 	282.00 	280.00 	284.00 	272.00 	263.00 	260.00 	264.00 	272.00 	279.00 	284.00 	295.00 	309.00 	320.00 	330.00 	336.00 	343.00 	352.00 	345.00 	339.00 	346.00 	356.00 	355.00 	369.00 	364.00 	378.00 	396.00 	409.00 	438.00 	448.00 	491.00 	440.00 	456.00 	473.00 	471.00 	483.00 	488.00 	480.00 	496.00 	518.00 	480.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EE	: 	43.70 	42.00 	42.90 	42.10 	42.60 	43.30 	44.90 	44.80 	43.80 	42.80 	40.80 	39.60 	39.60 	39.50 	42.70 	42.90 	41.40 	41.10 	40.20 	43.60 	37.70 	35.60 	40.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EL	: 	65.00 	80.00 	53.00 	58.00 	60.00 	59.00 	57.00 	70.00 	77.00 	76.00 	73.00 	70.00 	70.00 	63.00 	59.00 	64.37 	52.67 	54.00 	55.00 	54.00 	46.00 	40.00 	49.00 	41.00 	47.00 	45.00 	44.00 	41.13 	52.00 	51.00 	55.00 	53.00 	50.00 	56.00 	54.00 	51.00 	47.61 	45.54 	49.20 	52.00 	51.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,ES	: 	653.46 p	595.87 p	597.80 	595.94 	599.96 	595.15 	594.84 	550.28 	544.99 	538.98 	606.87 	544.78 	552.44 	594.66 	548.24 	570.00 	564.07 	605.87 	571.48 	590.95 	636.58 	590.44 	568.00 	580.00 	514.00 	537.00 	514.00 	462.00 	440.00 	408.57 	458.76 	517.83 	514.94 	505.20 	496.78 	490.97 	579.46 	600.67 	619.00 	608.00 	591.00 	606.00 	629.00 	634.00 	628.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EU15	: 	: 	: 	10127.48 	10199.42 	10540.95 	10687.27 	10558.63 	10336.63 	10402.57 	10237.18 	10075.53 	10104.64 b	10290.32 	10283.77 	10065.66 	10119.23 	10218.20 	10016.83 	10219.52 	10480.58 	10831.76 	10844.33 	11245.39 	11187.67 	11315.66 	11491.20 	11449.25 	11283.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EU25	: 	: 	: 	11685.85 	11698.02 	12029.59 	12164.71 	12033.01 	11744.59 	11792.28 	11617.71 	11413.43 	11424.90 b	11593.64 	11551.56 	11318.15 	11359.99 	11440.47 	11208.63 	11431.40 	11711.78 	12047.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EU27_2007	: 	: 	: 	11907.05 	11929.02 	12263.54 	12398.09 	12267.85 	11975.12 	12007.88 	11829.12 	11604.76 	11601.84 b	11796.02 	11760.12 	11525.92 	11574.85 	11630.33 	11397.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EU27_2020	: 	10517.32 p	10495.15 	10561.05 	10552.02 	10881.54 	11007.09 	10909.85 	10654.12 	10656.88 	10483.12 	10282.26 	10274.24 b	10439.82 	10397.22 	10137.02 	10168.66 	10175.65 	9964.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,EU28	: 	: 	: 	11966.05 	11979.02 	12310.54 	12444.09 	12312.85 	12021.12 	12052.88 	11877.12 	11648.26 	11648.24 b	11834.82 	11791.22 	11559.02 	11608.66 	11667.65 	11430.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,FI	: 	115.47 	111.63 	115.39 	118.23 	120.24 	123.34 	126.02 	126.47 	128.18 	129.73 	127.37 	129.08 	129.41 	130.46 	133.59 	137.92 	139.48 	141.32 	146.40 	149.30 	150.26 	151.40 	156.10 	150.30 	154.00 	155.20 	161.10 	156.10 	160.70 	159.40 	168.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,FR	: 	2299.63 p	2317.49 d	2409.83 d	2407.28 	2547.98 	2626.89 	2598.59 	2523.33 	2528.92 	2494.00 	2459.00 	2472.00 	2569.00 	2587.00 	2532.00 	2526.00 	2512.76 	2524.00 	2569.00 	2687.00 	2819.05 	2725.58 	2776.31 	2717.16 	2776.90 	2831.10 	2829.00 	2730.68 	2659.00 	2755.00 	2834.00 	2843.00 	2635.41 	2607.00 	2847.80 	2972.60 	3057.80 	3242.95 	3201.60 	3221.00 	3250.70 	3226.20 	3083.00 	2988.20 	3030.90 	3045.00 	3187.00 	3181.00 	2988.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,HR	: 	57.00 	56.00 	59.00 	50.00 b	47.00 	46.00 	45.00 	46.00 	45.00 	48.00 	43.50 	46.40 	38.80 	31.10 	33.10 	33.81 	37.31 	32.83 	30.55 	27.18 	30.98 	29.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,HU	: 	121.50 	143.20 b	149.00 	142.00 	140.00 	138.00 	140.00 	131.00 	136.00 	122.00 	113.00 	124.00 	122.00 	117.00 	114.00 	116.00 	116.00 	122.00 	122.00 	127.00 	134.00 	131.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,IE	: 	969.90 	955.92 	961.97 	976.11 	969.04 	953.64 	897.26 	892.70 	910.44 	880.02 	812.01 	828.83 	846.51 	828.71 	820.24 	831.35 	833.50 	620.20 	606.60 	617.57 	625.58 	605.07 	672.48 	710.31 	693.52 	679.18 	669.35 	676.76 	643.13 	644.76 	660.07 	631.50 	604.10 	585.00 	571.80 	569.80 	584.00 	592.20 	570.30 	603.60 	600.70 	586.10 	580.00 	596.00 	616.00 	625.00 	653.00 	693.00 	647.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	10.80 	10.70 	10.70 	10.70 	9.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,IT	: 	1019.89 	1040.58 	1032.06 	988.51 	977.70 	936.56 	885.64 	880.54 	929.08 	898.24 	823.63 	810.72 b	800.93 	827.12 	783.00 	767.40 	770.70 	797.00 	831.00 	824.00 	891.49 	814.01 	887.00 	844.00 	857.00 	840.00 	840.00 	874.00 	863.00 	899.80 	968.70 	839.60 	1067.70 	1096.50 	1135.90 	1143.60 	1145.40 	1175.60 	1300.50 	1280.70 	1252.60 	1200.80 	1212.80 	1211.30 	1189.30 	1203.00 	1113.00 	1028.00 	953.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,LT	: 	91.10 	87.60 	88.10 	88.70 	89.90 	97.80 	103.50 	100.50 	101.20 	104.30 	103.50 	102.70 	103.20 	99.10 	97.70 	106.50 	91.20 	85.20 	86.60 	76.80 	67.30 	69.40 	83.50 	77.90 	96.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,LU	: 	30.86 	31.09 	31.00 	31.02 	32.68 	32.60 	31.69 	31.56 	30.53 	29.74 	29.83 	29.82 	29.55 	29.91 	29.32 	28.44 	27.39 	27.39 	28.20 	28.22 	29.62 	30.59 	31.04 	30.51 	31.26 	33.11 	32.96 	32.32 	32.21 	32.42 	34.44 	33.92 	35.41 	34.41 	34.07 	36.31 	38.23 	36.00 	37.00 	36.48 	33.97 	36.94 	35.90 	32.02 	33.57 	33.00 	32.00 	35.00 	32.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,LV	: 	56.89 	54.55 	54.60 	54.59 	58.13 	60.14 	61.85 	59.89 	61.00 	57.87 	55.02 	54.06 	53.70 	54.09 	57.06 	47.79 	44.80 	40.70 	42.30 	40.10 	30.90 	38.10 	42.50 	49.80 	50.10 	56.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,ME	: 	: 	: 	2.70 p	2.60 p	3.00 p	4.90 p	4.40 	2.00 	3.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,MK	: 	5.00 	10.00 	11.00 	11.00 	11.00 	16.00 	11.00 	12.00 	13.00 	12.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,MT	: 	2.18 	1.98 	2.10 	1.95 	2.16 	2.13 	2.43 	2.16 	2.53 	2.39 	2.39 	1.98 	2.23 	2.65 	1.07 	2.90 	2.99 	3.43 	3.35 	3.27 	2.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,NL	: 	433.00 	420.00 	395.00 	420.00 	525.00 	594.00 	607.00 	601.00 	569.00 	546.00 	536.00 	560.00 	578.00 	543.00 	545.00 	540.00 	561.00 	553.00 	545.16 	589.00 	593.00 	613.00 	673.00 	704.00 	718.00 	789.00 	765.00 	778.00 	763.00 	784.00 	852.00 	781.00 	753.00 	700.00 	712.31 	772.00 	822.00 	897.00 	887.00 	871.00 	892.00 	891.00 	910.00 	802.00 	802.00 	742.00 	810.00 	830.00 	772.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,PL	: 	982.50 	926.70 	876.00 	825.30 	816.30 	793.40 	774.30 	728.92 	710.06 	717.29 	685.17 	660.82 	638.10 	611.14 	598.34 	578.56 	585.09 	531.36 	552.91 	559.87 	543.34 	544.80 	554.30 	624.80 	860.10 	781.10 	882.90 	1082.80 	774.10 	829.50 	949.90 	1142.40 	1404.40 	1448.90 	1467.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,PT	: 	162.14 p	179.46 	171.00 	169.12 	178.65 	184.83 	175.96 	159.10 	155.86 	153.37 	153.13 	145.18 	155.67 	168.94 	154.11 	149.24 	158.32 	155.44 	141.55 	153.13 	150.74 	148.16 	148.33 	134.00 	125.00 	137.00 	139.00 	131.00 	125.00 	128.00 	140.00 	128.00 	136.00 	124.00 	132.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,RO	: 	166.60 	167.30 	176.00 	185.40 	188.20 	184.60 	184.90 	180.80 	166.30 	159.70 	145.00 	136.30 	162.00 	169.90 	168.50 	169.82 	147.30 	142.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,RS	: 	91.00 	82.00 	84.00 	58.00 	94.00 	96.00 	84.00 	84.00 	85.00 	63.00 	57.00 	44.00 	49.00 	55.00 	58.00 	76.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,SE	: 	216.91 	208.70 	215.46 	215.86 	215.05 	216.17 	219.72 	215.14 	219.25 	218.34 	216.85 	215.34 	220.31 	214.60 	223.62 	220.43 	226.33 	223.99 	226.90 	231.80 	236.02 	243.50 	247.30 	254.60 	246.40 	250.90 	259.10 	245.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,SI	: 	70.62 	69.45 	69.19 	65.32 	65.80 	67.49 	64.77 	61.17 	59.91 	57.71 	57.09 	57.93 	57.77 	56.79 	56.46 	57.27 	56.37 	76.97 	58.75 	60.48 	64.66 	65.16 	46.30 	42.00 	49.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,SK	: 	61.54 	61.95 	60.25 	61.68 	62.45 	63.19 	67.51 	67.42 	70.17 	70.32 	70.69 	72.32 	71.80 	74.26 	74.36 	74.21 	78.28 	78.67 	87.98 	99.09 	104.90 	102.06 	106.46 	116.00 	134.00 	126.00 	129.00 	: 	141.00 	175.00 	208.00 	217.00 	219.00 	214.00 	215.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,TR	: 	2512.47 	2522.76 	2501.05 	2402.18 p	2264.43 p	2032.21 p	1955.00 	2006.79 	2079.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,UK	: 	: 	: 	1405.00 	1427.00 	1429.00 	1437.00 	1403.00 	1367.00 	1396.00 	1394.00 	1366.00 	1374.00 	1395.00 	1394.00 	1422.00 	1440.00 	1492.00 	1466.00 	1585.11 	1541.22 	1515.23 	1689.60 	1758.43 	1697.88 	1786.34 	1755.19 	1810.62 	1822.68 	1768.32 	1796.38 	1766.14 	1786.19 	1792.16 	1791.77 	1866.87 	1888.10 	1993.77 	2042.37 	2072.50 	2029.73 	1990.53 	2026.00 	2013.37 	2020.18 	2056.64 	1970.00 	2133.00 	2330.00 	2081.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220,M12,THS_HD,XK	: 	12.32 	11.48 	11.30 	13.47 	13.47 	13.97 	13.71 	15.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,AT	64.41 	85.18 	84.09 	83.09 	82.08 	79.70 	80.46 	79.68 	77.94 	79.89 	81.20 	84.57 	88.27 	76.36 	64.02 	53.95 	42.63 	30.93 	32.07 	32.09 	36.43 	37.28 	30.60 	32.04 	32.32 	35.81 	32.60 	32.76 	36.32 	38.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,BE	: 	18.14 	18.58 	18.68 	19.13 	19.47 	7.43 	8.04 	5.51 	18.54 	18.61 	11.47 	10.93 	12.87 	11.83 	13.66 	13.34 	14.47 	16.32 	17.60 	18.14 	21.77 	35.72 	33.74 	41.31 	58.20 	63.43 	64.73 	66.00 	60.31 	75.00 	78.90 	74.45 	93.63 	98.34 	93.83 	98.29 	102.10 	99.58 	100.04 	112.92 	105.11 	130.93 	140.54 	145.46 	138.00 	152.00 	150.00 	177.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.79 	: 	9.20 	9.00 	8.90 	7.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,CH	: 	41.50 	40.85 p	41.00 	41.00 	38.65 	40.16 	39.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.90 	6.46 	6.91 	6.90 	9.10 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,DE	189.21 	178.65 	178.70 	171.38 	161.87 	164.32 	156.87 	144.24 	139.78 	148.46 	148.21 	144.14 	135.68 	127.89 	129.02 	188.63 	192.02 	206.71 	197.27 	224.90 	250.33 	263.45 	254.41 	255.79 	268.29 	272.82 	271.70 	265.84 	295.97 	329.56 	408.22 	528.32 b	321.75 	301.09 	353.78 	398.87 	351.11 	356.32 	336.00 	292.13 	324.58 	327.99 	322.92 	316.61 	335.00 	307.00 	340.00 	351.00 	366.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,DK	48.00 	40.00 	40.00 	40.00 	37.00 	32.00 	26.00 	26.00 	25.00 	25.00 	25.00 	25.00 	25.00 	25.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	14.00 	15.00 	20.00 	20.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.00 	7.00 	11.00 	6.00 	6.00 	11.00 	12.00 	14.00 	15.70 	14.00 	11.00 	13.00 	11.00 	11.85 	12.30 	15.58 	10.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2220B,M05_M06,THS_HD,ES	: 	163.56 	153.42 p	161.34 	160.19 	140.63 	136.24 	166.78 	144.75 	143.73 	201.04 	187.77 	105.13 	79.70 	73.74 	99.08 	112.00 	95.24 	98.00 	80.51 	81.33 	86.00 	74.91 	53.00 	42.00 	58.00 	47.00 	46.00 	34.81 	29.11 	22.02 	29.94 	43.25 	35.40 	48.56 	47.50 	35.44 	143.56 	161.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
