animals,unit,geo,year,population
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1978,40.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1978,378.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1978,59.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1978,502.60 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1978,2178.91 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1978,1676.31 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1978,373.51 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1978,75.50 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1978,510.30 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1978,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1978,75.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1978,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1978,162.00 
Live horses,Thousand heads (animals),Belgium,1978,40.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1978,: 
Live horses,Thousand heads (animals),Denmark,1978,59.00 
Live horses,Thousand heads (animals),Greece,1978,125.60 
Live horses,Thousand heads (animals),Spain,1978,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1978,: 
Live horses,Thousand heads (animals),France,1978,338.38 
Live horses,Thousand heads (animals),Ireland,1978,41.40 
Live horses,Thousand heads (animals),Italy,1978,267.55 
Live horses,Thousand heads (animals),Luxembourg,1978,3.00 
Live horses,Thousand heads (animals),Netherlands,1978,75.00 
Live horses,Thousand heads (animals),Portugal,1978,: 
Live horses,Thousand heads (animals),United Kingdom,1978,162.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1978,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1978,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1978,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1978,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1978,377.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1978,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1978,688.97 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1978,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1978,311.97 
"Live asses, mules and hinnies",Thousand heads (animals),France,1978,35.12 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1978,34.10 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1978,242.75 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1978,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1978,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1978,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1978,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1977,44.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1977,371.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1977,61.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1977,535.36 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1977,2239.21 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1977,1703.85 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1977,379.55 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1977,80.30 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1977,524.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1977,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1977,76.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1977,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1977,166.00 
Live horses,Thousand heads (animals),Belgium,1977,44.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1977,: 
Live horses,Thousand heads (animals),Denmark,1977,61.00 
Live horses,Thousand heads (animals),Greece,1977,137.36 
Live horses,Thousand heads (animals),Spain,1977,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1977,: 
Live horses,Thousand heads (animals),France,1977,341.70 
Live horses,Thousand heads (animals),Ireland,1977,47.50 
Live horses,Thousand heads (animals),Italy,1977,264.00 
Live horses,Thousand heads (animals),Luxembourg,1977,2.00 
Live horses,Thousand heads (animals),Netherlands,1977,76.00 
Live horses,Thousand heads (animals),Portugal,1977,: 
Live horses,Thousand heads (animals),United Kingdom,1977,166.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1977,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1977,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1977,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1977,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1977,398.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1977,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1977,728.65 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1977,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1977,330.65 
"Live asses, mules and hinnies",Thousand heads (animals),France,1977,37.85 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1977,32.80 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1977,260.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1977,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1977,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1977,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1977,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1976,49.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1976,355.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1976,60.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1976,565.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1976,2310.84 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1976,1745.84 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1976,397.64 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1976,83.20 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1976,551.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1976,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1976,78.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1976,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1976,169.00 
Live horses,Thousand heads (animals),Belgium,1976,49.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1976,: 
Live horses,Thousand heads (animals),Denmark,1976,60.00 
Live horses,Thousand heads (animals),Greece,1976,149.00 
Live horses,Thousand heads (animals),Spain,1976,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1976,: 
Live horses,Thousand heads (animals),France,1976,355.59 
Live horses,Thousand heads (animals),Ireland,1976,51.20 
Live horses,Thousand heads (animals),Italy,1976,264.00 
Live horses,Thousand heads (animals),Luxembourg,1976,3.00 
Live horses,Thousand heads (animals),Netherlands,1976,78.00 
Live horses,Thousand heads (animals),Portugal,1976,: 
Live horses,Thousand heads (animals),United Kingdom,1976,169.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1976,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1976,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1976,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1976,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1976,416.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1976,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1976,777.04 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1976,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1976,361.04 
"Live asses, mules and hinnies",Thousand heads (animals),France,1976,42.04 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1976,32.00 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1976,287.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1976,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1976,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1976,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1976,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1975,52.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1975,341.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1975,58.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1975,589.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1975,2322.32 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1975,1733.32 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1975,398.12 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1975,89.20 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1975,540.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1975,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1975,79.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1975,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1975,173.00 
Live horses,Thousand heads (animals),Belgium,1975,52.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1975,: 
Live horses,Thousand heads (animals),Denmark,1975,58.00 
Live horses,Thousand heads (animals),Greece,1975,158.00 
Live horses,Thousand heads (animals),Spain,1975,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1975,: 
Live horses,Thousand heads (animals),France,1975,353.67 
Live horses,Thousand heads (animals),Ireland,1975,57.00 
Live horses,Thousand heads (animals),Italy,1975,253.00 
Live horses,Thousand heads (animals),Luxembourg,1975,3.00 
Live horses,Thousand heads (animals),Netherlands,1975,79.00 
Live horses,Thousand heads (animals),Portugal,1975,: 
Live horses,Thousand heads (animals),United Kingdom,1975,173.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1975,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1975,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1975,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1975,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1975,431.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1975,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1975,794.65 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1975,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1975,363.65 
"Live asses, mules and hinnies",Thousand heads (animals),France,1975,44.45 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1975,32.20 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1975,287.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1975,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1975,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1975,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1975,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1974,53.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1974,325.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1974,55.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1974,609.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1974,2370.49 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1974,1761.49 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1974,413.39 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1974,98.10 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1974,561.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1974,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1974,77.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1974,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1974,177.00 
Live horses,Thousand heads (animals),Belgium,1974,53.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1974,: 
Live horses,Thousand heads (animals),Denmark,1974,55.00 
Live horses,Thousand heads (animals),Greece,1974,166.00 
Live horses,Thousand heads (animals),Spain,1974,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1974,: 
Live horses,Thousand heads (animals),France,1974,363.94 
Live horses,Thousand heads (animals),Ireland,1974,71.50 
Live horses,Thousand heads (animals),Italy,1974,250.00 
Live horses,Thousand heads (animals),Luxembourg,1974,2.00 
Live horses,Thousand heads (animals),Netherlands,1974,77.00 
Live horses,Thousand heads (animals),Portugal,1974,: 
Live horses,Thousand heads (animals),United Kingdom,1974,177.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1974,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1974,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1974,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1974,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1974,443.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1974,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1974,830.05 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1974,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1974,387.05 
"Live asses, mules and hinnies",Thousand heads (animals),France,1974,49.45 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1974,26.60 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1974,311.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1974,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1974,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1974,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1974,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1973,56.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1973,320.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1973,50.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1973,646.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1973,2456.77 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1973,1810.77 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1973,424.67 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1973,112.10 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1973,592.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1973,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1973,74.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1973,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1973,180.00 
Live horses,Thousand heads (animals),Belgium,1973,56.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1973,: 
Live horses,Thousand heads (animals),Denmark,1973,50.00 
Live horses,Thousand heads (animals),Greece,1973,180.00 
Live horses,Thousand heads (animals),Spain,1973,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1973,: 
Live horses,Thousand heads (animals),France,1973,372.59 
Live horses,Thousand heads (animals),Ireland,1973,87.70 
Live horses,Thousand heads (animals),Italy,1973,249.00 
Live horses,Thousand heads (animals),Luxembourg,1973,2.00 
Live horses,Thousand heads (animals),Netherlands,1973,74.00 
Live horses,Thousand heads (animals),Portugal,1973,: 
Live horses,Thousand heads (animals),United Kingdom,1973,180.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1973,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1973,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1973,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1973,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1973,466.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1973,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1973,885.47 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1973,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1973,419.47 
"Live asses, mules and hinnies",Thousand heads (animals),France,1973,52.07 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1973,24.40 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1973,343.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1973,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1973,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1973,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1973,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1972,58.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1972,283.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1972,48.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1972,681.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1972,2549.58 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1972,1868.58 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1972,446.58 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1972,156.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1972,620.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1972,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1972,: 
