animals,unit,geo,year,population
"Live asses, mules and hinnies",Thousand heads (animals),France,1963,101.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1963,701.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1963,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1963,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1963,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1962,1636.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1962,: 
Live horses,Thousand heads (animals),Belgium,1962,: 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1962,: 
Live horses,Thousand heads (animals),Denmark,1962,: 
Live horses,Thousand heads (animals),Greece,1962,: 
Live horses,Thousand heads (animals),Spain,1962,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1962,: 
Live horses,Thousand heads (animals),France,1962,1526.00 
Live horses,Thousand heads (animals),Ireland,1962,: 
Live horses,Thousand heads (animals),Italy,1962,: 
Live horses,Thousand heads (animals),Luxembourg,1962,: 
Live horses,Thousand heads (animals),Netherlands,1962,: 
Live horses,Thousand heads (animals),Portugal,1962,: 
Live horses,Thousand heads (animals),United Kingdom,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1962,110.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1962,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1962,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1961,1744.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1961,: 
Live horses,Thousand heads (animals),Belgium,1961,: 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1961,: 
Live horses,Thousand heads (animals),Denmark,1961,: 
Live horses,Thousand heads (animals),Greece,1961,: 
Live horses,Thousand heads (animals),Spain,1961,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1961,: 
Live horses,Thousand heads (animals),France,1961,1617.00 
Live horses,Thousand heads (animals),Ireland,1961,: 
Live horses,Thousand heads (animals),Italy,1961,: 
Live horses,Thousand heads (animals),Luxembourg,1961,: 
Live horses,Thousand heads (animals),Netherlands,1961,: 
Live horses,Thousand heads (animals),Portugal,1961,: 
Live horses,Thousand heads (animals),United Kingdom,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1961,127.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1961,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1961,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1960,1872.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1960,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1960,: 
Live horses,Thousand heads (animals),Belgium,1960,: 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1960,: 
Live horses,Thousand heads (animals),Denmark,1960,: 
Live horses,Thousand heads (animals),Greece,1960,: 
Live horses,Thousand heads (animals),Spain,1960,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1960,: 
Live horses,Thousand heads (animals),France,1960,1729.00 
Live horses,Thousand heads (animals),Ireland,1960,: 
Live horses,Thousand heads (animals),Italy,1960,: 
Live horses,Thousand heads (animals),Luxembourg,1960,: 
Live horses,Thousand heads (animals),Netherlands,1960,: 
Live horses,Thousand heads (animals),Portugal,1960,: 
Live horses,Thousand heads (animals),United Kingdom,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1960,143.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1960,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1960,: 
