month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4120,THS_HD,IS	70.00 	57.00 	88.00 	88.00 	93.00 	98.00 	: 	: 	29.20 	29.20 	30.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,IT	861.20 	924.05 	914.34 	991.19 	943.80 	969.70 	952.07 	962.86 	858.97 	719.03 	819.63 	810.89 	911.41 	965.59 	972.00 	922.38 	947.00 	851.13 	795.16 	848.00 	761.60 	713.00 	2789.00 	2765.00 	2802.00 	2270.00 	2150.00 	2783.00 	2696.00 	2748.00 	2737.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,LT	56.60 	59.80 	62.60 	70.70 	76.30 	67.50 	53.80 	46.40 	36.00 	40.80 	28.00 	27.20 	19.50 	19.80 	18.90 	15.00 	10.70 	7.70 	6.60 	5.20 	4.60 	: 	5.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.14 	3.45 	2.77 	3.54 	3.26 	2.87 	2.35 	2.02 	1.69 	1.07 	0.88 	1.09 	0.98 	0.82 	1.72 	2.00 	1.00 	2.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,LV	33.24 	34.14 	37.90 	40.96 	45.74 	42.57 	42.38 	36.62 	31.90 	33.26 	31.33 	29.72 	27.33 	26.62 	22.21 	15.22 	16.10 	15.80 	18.60 	14.70 	14.70 	12.60 	12.30 	11.50 	5.60 	19.80 	25.50 	28.90 	39.90 	65.00 	74.40 	65.20 	53.30 	54.50 	60.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,ME	: 	: 	7.90 p	8.50 p	8.00 p	11.00 p	11.00 	12.00 	13.00 	13.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,MK	35.00 	34.00 	37.00 	33.00 	43.00 	44.00 	39.00 	44.00 	42.00 	38.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,MT	1.26 	1.45 	1.46 	1.64 	1.21 	1.25 	1.16 	1.05 	1.07 	1.24 	1.36 	1.75 	1.61 	1.96 	1.57 	3.08 	3.92 	4.09 	4.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,NL	120.00 	116.00 	120.00 	115.00 	459.00 	466.00 	453.00 	470.00 	501.00 	522.00 	554.00 	613.00 	565.00 	: 	: 	: 	425.00 	425.00 	369.00 	325.00 	310.00 	310.00 	288.00 	325.00 	309.00 	350.00 	370.00 	325.00 	330.00 	410.00 	450.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.79 	68.92 	70.62 	65.88 	81.59 	104.80 	94.54 	104.99 	109.77 	123.31 	124.23 	115.42 	108.00 	129.00 	153.00 	140.00 	174.00 	202.00 	242.00 	330.00 	541.00 	903.00 	1581.00 	1742.00 	1838.00 	1917.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,PT	614.50 p	626.33 	579.67 	569.62 	559.60 	554.43 	425.70 	425.26 	439.44 	416.78 	429.82 	434.84 	465.71 	507.02 	566.27 	615.67 	587.79 	584.03 	497.91 	555.12 	530.15 	798.98 	1144.86 	1214.00 	1082.00 	1110.00 	1105.00 	1099.00 	1082.00 	1088.00 	1111.00 	1128.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,RO	1309.10 	1469.10 	1488.70 	1582.40 	1528.00 	1487.80 	1479.60 	1357.20 	1260.20 	1138.40 	1092.00 	1079.70 	1323.70 	1284.20 	1262.20 	1151.90 	944.30 	1232.90 	1568.00 	1517.00 	1429.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,RS	509.00 	507.00 	445.00 	448.00 	417.00 	434.00 	502.00 	482.00 	379.00 	394.00 e	342.00 	345.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,SE	105.70 p	111.46 	118.68 	115.87 	323.59 	311.87 	322.63 	317.22 	306.19 	329.23 	340.34 	273.13 	298.79 	273.65 	273.65 	274.86 	263.70 	255.00 	250.00 	229.00 	244.00 	234.00 	243.00 	234.00 	247.00 	266.00 	266.00 	196.00 	282.00 	267.00 	251.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.55 	43.97 	40.38 	42.41 	34.79 	30.26 	33.54 	31.51 	28.04 	29.89 	21.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,SK	: 	: 	60.68 	67.21 	71.51 	72.56 	73.45 e	76.91 	78.28 	84.89 	78.53 	78.85 	69.27 	68.59 	70.88 	66.19 	51.63 	54.82 	62.11 	59.07 	59.66 	100.70 	98.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,TR	14988.78 	13952.49 	12345.91 	11656.66 	10243.62 	10537.22 e	10774.40 e	10273.71 e	10082.41 e	10538.27 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,UK	: 	: 	8915.00 	8385.00 	8581.00 	8991.00 	8489.00 	8069.00 	7690.00 	8714.00 	7743.00 	7435.00 	7501.00 	7842.00 	8834.00 	8464.11 	8264.43 	8371.83 	8219.04 	8464.69 	8351.44 	9077.95 	9857.19 	10750.09 	9998.65 	8663.00 	9029.00 	9395.83 	9070.19 	8922.90 	8701.59 	9674.81 	9303.94 	9185.13 	8782.87 	7819.36 	7301.01 	7456.15 	7058.93 	7079.96 	6877.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,XK	: 	53.06 	43.85 	41.79 	45.47 	42.27 	44.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
