month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4110K,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57.61 	56.38 	55.34 	53.52 	50.30 	48.40 	48.50 	45.70 	49.60 	49.80 	61.20 	67.20 	77.20 	79.80 	60.00 	58.00 	48.50 	55.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,FR	5137.66 p	5124.91 b	5329.00 	5405.00 	5213.00 d	5355.00 d	5370.00 	5479.00 	5535.00 	5713.00 	5835.00 	6087.00 	5769.00 	5888.35 	6273.43 	6462.65 	6648.76 	6749.00 	6833.00 	7020.00 	7126.00 	7306.00 	7391.00 	7502.00 	7580.00 	7651.00 	7880.00 	7755.00 	7920.00 	7733.00 	8071.00 	8476.00 	8432.00 	8662.00 	8685.00 	8958.00 	8904.00 	9238.00 	9120.00 	9249.00 	9737.00 	9185.00 	9157.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,HR	512.00 	495.00 	487.00 	466.00 	518.00 	496.00 	488.00 	498.00 	501.00 	550.00 	499.00 	487.60 	484.80 	506.30 	: 	523.54 	506.38 	508.26 	401.01 	392.79 	368.30 	381.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,HU	720.40 	754.00 	782.00 	798.00 	810.00 	801.00 	849.00 	855.00 	874.00 	865.00 	858.00 	844.00 	968.00 	964.00 	977.00 	1030.00 	1082.00 	1088.00 	956.00 	854.00 	849.00 	898.00 	727.00 	700.00 	632.00 	672.00 	741.00 	734.00 	896.00 	1340.00 	1336.00 	1313.00 	1396.00 	1442.00 	1520.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,IE	2698.83 p	2642.54 	2570.87 	2608.10 	2723.32 	2405.19 	2412.34 	2430.21 	2472.83 	2500.90 	2450.76 	2350.41 	2369.39 	2527.34 	2662.87 	2931.50 	3208.60 	3469.01 	3677.00 	3730.90 	3812.00 	3933.70 	4182.70 	4339.80 	4372.30 	4311.50 	4372.00 	4545.00 	4676.00 	4806.00 	4625.00 	4488.10 	4148.40 	3600.00 	3120.00 	2663.30 	2406.20 	2146.70 	1961.30 	1826.30 	1689.70 	1607.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,IS	315.00 	344.00 	328.00 	344.00 	365.00 	375.00 	: 	: 	444.30 	444.30 	444.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,IT	5867.15 	6110.11 	6086.54 	6187.97 	6271.61 	6315.17 	6196.47 	6203.16 	6322.87 	6296.70 	7123.01 	7089.12 	7101.18 	7209.57 	7265.00 	7304.80 	7007.00 	7254.87 	7156.48 	7290.00 	7549.79 	6096.00 	8228.00 	8129.00 	8088.00 	8650.00 	8518.00 	7898.00 	7765.00 	7691.00 	7698.00 	8134.00 	8836.10 	8869.80 	8801.70 	8825.60 	8720.30 	8239.50 	8302.00 	8031.00 	8068.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,LT	80.30 	80.80 	89.50 	93.60 	93.40 	96.10 	93.30 	77.50 	0.00 	42.00 	32.40 	31.30 	33.00 	27.70 	24.40 	21.60 	18.50 	14.40 	10.30 	8.40 	7.70 	7.50 	8.70 	10.50 	16.80 	17.60 	21.50 	27.40 	30.70 	32.70 	36.90 	36.20 	46.20 	52.50 	59.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.37 	5.39 	5.30 	4.63 	5.28 	5.90 	4.94 	5.43 	6.78 	6.26 	6.16 	6.14 	6.09 	5.69 	4.75 	5.00 	5.00 	5.00 	5.00 	4.00 	4.25 	4.78 	4.89 	4.62 	2.24 	2.80 	3.53 	2.51 	3.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,LV	57.09 	57.75 	61.92 	66.33 	66.47 	64.06 	59.90 	55.92 	52.95 	50.37 	48.33 	47.09 	43.33 	40.45 	31.71 	26.08 	25.50 	22.80 	20.60 	16.80 	14.30 	16.00 	14.70 	17.90 	35.10 	35.70 	46.60 	57.40 	74.10 	99.70 	109.30 	99.40 	105.80 	105.80 	105.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,ME	: 	: 	174.20 p	178.50 p	181.00 p	181.00 p	184.00 	192.00 	178.00 	194.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,MK	598.00 	597.00 	647.00 	694.00 	682.00 	679.00 	695.00 	696.00 	690.00 	174.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,MT	11.47 	11.70 	11.71 	11.53 	10.53 	10.27 	9.91 	9.47 	9.86 	10.46 	10.53 	10.63 	11.28 	10.89 	10.74 	8.90 	10.72 	10.04 	10.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,NL	609.00 	595.00 	638.00 	628.00 	556.00 	574.00 	579.00 	600.00 	573.00 	570.00 	559.00 	598.00 	526.00 	1160.00 	1285.00 	1320.00 	1300.00 	1275.00 	1107.00 	975.00 	940.00 	940.00 	864.00 	975.00 	927.00 	1050.00 	1080.00 	975.00 	970.00 	1220.00 	1350.00 	1410.00 	1295.00 	1055.00 	990.00 	835.00 	735.00 	690.00 	655.00 	690.00 	610.00 	750.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	134.71 	143.82 	143.03 	158.15 	188.04 	210.77 	206.86 	212.68 	200.99 	207.97 	207.96 	215.65 	229.00 	243.00 	269.00 	328.00 	332.00 	406.00 	524.00 	642.00 	953.00 	1474.00 	2217.00 	2454.00 	2498.00 	2598.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,PT	1623.47 p	1677.40 	1640.11 	1638.17 	1665.09 	1694.09 	1616.91 	1607.36 	1634.21 	1674.92 	1740.08 	1791.43 	1902.17 	2051.23 	2136.87 	2223.62 	2315.21 	2284.42 	2276.85 	2257.16 	2311.62 	2416.28 	2438.81 	2376.00 	2350.00 	2376.00 	2377.00 	2376.00 	2263.00 	2271.00 	2270.00 	2231.00 	: 	: 	: 	2000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,RO	8740.80 	8812.40 	8870.00 	8594.00 	8453.80 	8387.70 	8329.90 	8161.00 	7875.40 	7695.40 	7441.40 	7337.70 	7817.80 	7597.40 	7207.00 	6526.30 	6451.30 	6192.40 	5879.00 	5795.00 	: 	5870.00 	6165.00 	6354.00 	6714.00 	7188.00 	7688.00 	8049.00 	8371.00 	8854.00 	11496.00 	9050.00 	9292.00 	9890.00 	9805.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,RS	1186.00 	1178.00 	1197.00 	1264.00 	1287.00 	1231.00 	1287.00 	1266.00 	1237.00 	1241.00 e	1118.00 	1131.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,SE	243.07 p	256.28 	253.53 	250.65 	282.49 	266.31 	272.10 	271.53 	270.58 	281.31 	282.38 	291.80 	241.70 	247.23 	247.23 	230.60 	216.00 	201.00 	201.00 	198.00 	208.00 	198.00 	194.00 	187.00 	195.00 	203.00 	195.00 	287.00 	189.00 	180.00 	168.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.07 	94.99 	90.80 	89.12 	89.67 	84.36 	72.12 	75.90 	66.03 	66.33 	50.83 	45.99 	32.80 	28.09 	23.12 	19.60 	15.90 	13.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,SK	: 	: 	259.88 	283.91 	293.84 	296.34 	307.93 e	314.24 	321.63 	324.68 	315.40 	315.32 	307.71 	293.05 	276.30 	266.38 	268.85 	266.41 	263.41 	256.96 	256.65 	247.28 	242.15 	226.00 	328.00 	328.00 	334.00 	258.00 	325.00 	379.00 	419.00 	433.00 	440.00 	455.00 	470.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,TR	30188.91 	28174.29 	24930.14 	23538.32 	23434.02 	20446.71 e	20733.54 e	20841.48 e	19201.83 e	16886.97 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,UK	: 	: 	13841.00 	13898.00 	14659.00 	14680.00 	14614.00 	14617.00 	14337.00 	14278.00 	14208.00 	13860.00 	13842.00 	14013.00 	14841.00 	14964.38 	15465.77 	16152.10 	16191.21 	16422.93 	16082.19 	18512.96 	19884.31 	20329.90 	20028.44 	19502.00 	19939.00 	20433.79 	20612.27 	20931.23 	20596.58 	20838.46 	20728.32 	20281.75 	19407.25 	18306.93 	17379.08 	16621.82 	16349.16 	15970.23 	15433.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,XK	: 	159.07 	145.25 	139.31 	136.81 	142.00 	148.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,AL	1115.92 	1174.50 	1257.44 	1366.17 	1407.28 	1427.98 p	1417.00 e	1419.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	: 	: 	3248.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,BA	: 	132.00 e	139.00 e	135.00 e	143.00 e	138.00 e	125.00 e	122.00 e	119.00 e	131.00 e	123.00 e	155.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.00 	11.16 	12.00 	13.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,BG	893.30 	1008.10 	999.06 	1038.26 	1046.23 	1070.58 	1073.77 	1077.97 	1170.16 	1058.14 	1161.30 	1054.55 	1114.13 	1150.68 	1181.59 	1283.33 	: 	1436.03 	1375.50 	1468.20 	1371.60 	1433.50 	1947.00 	2058.00 	2130.00 	2000.00 	2386.00 	2358.00 	2839.00 	3535.00 	4528.00 	4952.00 	5007.00 	5289.00 	5366.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,CY	: 	219.00 	210.61 	207.24 	205.41 	199.03 	191.91 	190.20 	196.96 	214.56 	213.12 	192.43 	167.41 	164.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.39 	1.36 	1.80 	1.38 	1.35 	2.00 	2.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,DE	14.50 	12.80 	13.10 	13.30 	12.26 	12.41 	12.17 	11.04 	10.64 	11.85 	12.50 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,EL	5372.00 	5552.00 	6202.00 	6619.00 	6464.00 	6318.00 	6331.00 	6400.00 	6449.00 	6256.00 	6635.00 	6669.00 	6481.00 	6454.00 	6229.00 	6206.65 	6055.61 	6300.00 	6328.00 	6182.00 	6162.00 	6601.00 	5666.00 	5765.00 	6058.00 	5996.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,ES	2269.08 p	2354.80 p	2338.13 	2434.78 p	2426.47 	2406.22 	2648.79 	2463.25 	2583.26 	2712.35 	2490.60 	3142.38 	3308.58 	3064.39 	3057.62 	3248.08 	2660.24 	3076.00 	3428.96 	3362.55 	3710.90 	3604.86 	3263.00 	3538.00 	3272.00 	3732.00 	2470.00 	3086.00 	3533.00 	3457.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,FR	1560.36 p	1522.10 b	1661.00 	1609.00 	1575.00 d	1576.00 d	1572.00 	1575.00 	1595.00 	1580.00 	1596.00 	1647.00 	1623.00 	1588.34 	1604.49 	1605.47 	1626.03 	1618.00 	1636.00 	1648.00 	1652.00 	1602.00 	1621.00 	1636.00 	1587.00 	1601.00 	1556.00 	1481.00 	1485.00 	1411.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,HR	87.00 	95.00 	107.00 	98.00 	160.00 	156.00 	141.00 	143.00 	160.00 	179.00 	152.00 	190.80 	225.30 	246.40 	: 	216.93 	254.62 	232.71 	183.60 	179.84 	168.63 	174.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,HU	18.80 	17.00 	11.00 	10.00 	13.00 	19.00 	13.00 	18.00 	23.00 	22.00 	18.00 	54.00 	25.00 	46.00 	68.00 	78.00 	127.00 	112.00 	73.00 	65.00 	75.00 	88.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,IT	4593.32 	4851.24 	4844.14 	5032.92 	5129.75 	5206.30 	5137.05 	5142.03 	5246.51 	5301.75 	5468.94 	5416.45 	5508.41 	5542.28 	5617.00 	5674.39 	5826.00 	5803.90 	5725.18 	5863.00 	5905.13 	4433.00 	6580.00 	6654.00 	6760.00 	6850.00 	6676.00 	6259.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.13 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,LV	0.04 	0.04 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,ME	: 	: 	151.00 p	153.40 p	157.00 p	152.00 p	156.00 	165.00 	153.00 	169.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,MK	489.00 	477.00 	533.00 	580.00 	565.00 	556.00 	581.00 	531.00 	531.00 	521.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,MT	11.47 	11.70 	11.71 	11.53 	10.53 	10.27 	9.91 	9.47 	9.86 	10.46 	10.53 	10.63 	11.28 	10.89 	10.74 	8.90 	10.72 	10.04 	10.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,NL	17.00 	16.00 	17.00 	14.00 	0.00 	0.00 	0.00 	6.00 	6.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.98 	34.27 	40.41 	44.71 	60.31 	52.28 	64.21 	66.47 	44.33 	38.68 	14.18 	15.30 	17.00 	18.00 	18.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,PT	260.34 p	272.84 	276.48 	291.07 	302.18 	312.10 	318.18 	331.22 	340.22 	346.87 	381.89 	403.77 	424.12 	456.48 	481.06 	513.19 	538.44 	529.00 	522.82 	518.17 	536.22 	547.34 	601.95 	619.00 	607.00 	613.00 	624.00 	627.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,RO	7698.60 	7761.40 	7869.80 	7708.50 	7649.70 	7569.60 	7570.70 	7392.50 	7078.00 	6902.40 	6659.40 	6640.80 	7174.30 	6950.90 	6636.90 	6526.30 	5524.20 	5345.50 	: 	: 	5823.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,RS	62.00 	58.00 	77.00 	126.00 	92.00 	139.00 	129.00 	155.00 	205.00 	205.00 e	184.00 	165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,SE	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.26 	4.93 	3.99 	4.07 	3.47 	6.73 	4.10 	4.28 	4.22 	4.89 	8.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
