Female Donkeys for transportation;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2008;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2009;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2010;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2011;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2012;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2013;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2014;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2015;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2016;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2017;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys less than 3 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys less than 3 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys less than 3 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys 3 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys 3 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys 3 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys used for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys used for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys used for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Donkeys for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Donkeys for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Donkeys for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses of all ages;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses of all ages;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses of all ages;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses less than 3 years;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses less than 3 years;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses less than 3 years;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses 3 years and older;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses 3 years and older;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses 3 years and older;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses used primary for draft purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses used primary for draft purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses used primary for draft purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for transportation;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for transportation;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for transportation;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for other purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for other purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for other purposes;2003;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses of all ages;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses of all ages;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses of all ages;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses less than 3 years;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses less than 3 years;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses less than 3 years;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses 3 years and older;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses 3 years and older;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses 3 years and older;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses used primary for draft purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses used primary for draft purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses used primary for draft purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for transportation;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for transportation;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for transportation;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for other purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for other purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for other purposes;2004;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses of all ages;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses of all ages;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses of all ages;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses less than 3 years;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses less than 3 years;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses less than 3 years;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses 3 years and older;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses 3 years and older;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses 3 years and older;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses used primary for draft purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses used primary for draft purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses used primary for draft purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for transportation;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for transportation;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for transportation;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for other purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for other purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for other purposes;2005;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses of all ages;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses of all ages;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses of all ages;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses less than 3 years;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses less than 3 years;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses less than 3 years;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses 3 years and older;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses 3 years and older;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses 3 years and older;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses used primary for draft purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses used primary for draft purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses used primary for draft purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for transportation;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for transportation;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for transportation;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses for other purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses for other purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses for other purposes;2006;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses of all ages;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses of all ages;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses of all ages;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses less than 3 years;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses less than 3 years;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Horses less than 3 years;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Horses 3 years and older;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Horses 3 years and older;2007;Number of Horses, Mules, Donkeys and Camels by age and Purpose
